,Dialogue Index,Utterance Index,Speaker Index,Utterance,Emotions,Sentiments,Dialogue Acts
294,11,30,1,yes ,0,0,dict_keys([])
295,11,31,2,What day would you like that reservation ? How many days will you be staying ?,-1,-1,dict_keys(['Booking-Request'])
296,11,32,1,sunday ,0,0,dict_keys([])
297,11,33,2,The hotel is 3 stars . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
298,11,34,1,Oky ,0,0,dict_keys([])
299,11,35,2,What day would you like that reservation ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['Booking-Request', 'general-reqmore'])"
300,11,36,1,Monday ,0,0,dict_keys([])
301,11,37,2,What day will you be staying ?,-1,-1,dict_keys(['Booking-Request'])
302,11,38,1,4,0,0,dict_keys([])
303,11,39,2,What day would you like your booking for ?,-1,-1,dict_keys(['Booking-Request'])
304,12,0,1,yes,0,0,dict_keys([])
305,12,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
306,12,2,1,You are looking forward to trying local restaurants. The restaurant should be in the centre. ,0,0,dict_keys([])
307,12,3,2,Thank you for using our services .,-1,-1,dict_keys(['general-greet'])
308,12,4,1,You are looking forward to trying local restaurants. The restaurant should be in the centre. ,2,1,dict_keys([])
309,12,5,2,We have 69 such places . Do you have a preference in food type ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
310,12,6,1,yes,0,0,dict_keys([])
311,12,7,2,I have also reserved for none. The a and b guest house seems appropriate . i have booked it for you . I have booked for none people . All set . Your reference number is 00000000 . I was able to book your reservation for none days .,-1,-1,dict_keys(['Booking-Book'])
312,12,8,1,"Once you find a restaurnat, make sure you get postcode.",0,0,dict_keys([])
313,12,9,2,Shall I try to start and book you into one ?,-1,-1,dict_keys(['Booking-Inform'])
314,12,10,1,thankyou,0,0,dict_keys([])
315,12,11,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
316,13,0,1,need a hotel in nyc,0,0,dict_keys([])
317,13,1,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
318,13,2,1,need a good resturant near macy's in nyc,0,0,dict_keys([])
319,13,3,2,You are more than welcome !.,-1,-1,dict_keys(['general-greet'])
320,13,4,1,can you help,2,1,dict_keys([])
321,13,5,2,"The address is Parkside, Cambridge . The phone is 01223358966 . The postcode is none . Thank you for using our services .",-1,-1,"dict_keys(['general-greet', 'Police-Inform'])"
322,13,6,1,your horrible and not helpful at all,4,1,dict_keys([])
323,13,7,2,Thank you for contacting us and have a nice day .,-1,-1,dict_keys(['general-greet'])
324,14,0,1,I am looking for a 4 star hotel in east,0,0,dict_keys([])
325,14,1,2,We have 6 such places . What is the price range for you ?,-1,-1,"dict_keys(['Hotel-Request', 'Hotel-Inform'])"
326,14,2,1,You recommend the price range but it should have free wifi,0,0,dict_keys([])
327,14,3,2,Do you prefer moderate price range ? Do you prefer guesthouse type ?,-1,-1,dict_keys(['Hotel-Select'])
328,14,4,1,Yes Moderate price range but type should be hote',0,0,dict_keys([])
329,14,5,2,You can try a and b guest house. Their phone number is 01223315702 . This is an moderate hotel . It is a guesthouse . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
330,14,6,1,Ok thank you can you suggest a hotel as well with the above criteria,6,2,dict_keys([])
331,14,7,2,"Unfortunately , I could n't find anything with none stars . It is n't , and unfortunately I do n't have a none that matches that criteria .",-1,-1,dict_keys(['Hotel-NoOffer'])
332,14,8,1,Ok thanks even a guest house will do.,6,2,dict_keys([])
333,14,9,2,"Sorry , I ' m not finding anything . Is there anything else I can help you with today ?",-1,-1,"dict_keys(['Hotel-NoOffer', 'general-reqmore'])"
334,14,10,1,No thanks,2,1,dict_keys([])
335,14,11,2,Sorry there is no none fitting the description you asked for. Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-NoOffer'])"
336,14,12,1,Can you help me find a 4 star hotel in the east that offer a free wifi,0,0,dict_keys([])
337,14,13,2,"Sorry , my search did n't bring back any results .",-1,-1,dict_keys(['Hotel-NoOffer'])
338,14,14,1,Ok cool even a guest house will do,0,0,dict_keys([])
339,14,15,2,We have 0 such places . It does have none stars . It is a none . I am sorry I have no listings for any with none stars . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform', 'Hotel-NoOffer'])"
340,15,0,1,yes,0,0,dict_keys([])
341,15,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
342,15,2,1,how are you,0,0,dict_keys([])
343,15,3,2,,-1,-1,dict_keys([])
344,15,4,1,please give me phone,0,0,dict_keys([])
345,15,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
346,15,6,1,is so great,0,0,dict_keys([])
347,15,7,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
348,15,8,1,this restaurant?,2,1,dict_keys([])
349,15,9,2,,-1,-1,dict_keys([])
350,15,10,1,local name?,2,1,dict_keys([])
351,15,11,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
352,15,12,1,okay,2,1,dict_keys([])
353,15,13,2,,-1,-1,dict_keys([])
354,15,14,1,yes,2,1,dict_keys([])
355,15,15,2,The phone is 01223358966 . The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
356,15,16,1,is none?,2,1,dict_keys([])
357,15,17,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
358,15,18,1,yes i d,2,1,dict_keys([])
359,15,19,2,"The address is Parkside, Cambridge .",-1,-1,dict_keys(['Police-Inform'])
360,15,20,1,ok,2,1,dict_keys([])
361,15,21,2,The name is none . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Police-Inform'])"
362,15,22,1,yes i need,2,1,dict_keys([])
363,15,23,2,The name is none . The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
364,15,24,1,okay i see,2,1,dict_keys([])
365,15,25,2,Is there anything else I can help you with ?,-1,-1,dict_keys(['general-reqmore'])
366,16,0,1,I need a train to Peterborough,0,0,dict_keys([])
367,16,1,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
368,16,2,1,I need to book a train to peterborough,0,0,dict_keys([])
369,16,3,2,Where will you be traveling from ?,-1,-1,dict_keys(['Train-Request'])
370,16,4,1,cambridge,0,0,dict_keys([])
371,16,5,2,Can you tell me which day you 'd like to travel on ? When would you like the train to depart ?,-1,-1,dict_keys(['Train-Request'])
372,16,6,1,i want to go Thursday at 15:30,0,0,dict_keys([])
373,16,7,2,I would say you should leave by 05:00. Did you want reservations ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
374,16,8,1,yes,0,0,dict_keys([])
375,16,9,2,The fare is 23.60 pounds.,-1,-1,dict_keys(['Train-Inform'])
376,16,10,1,what is the departure time,0,0,dict_keys([])
377,16,11,2,That train leaves on thursday . There is a train that leaves at 05:00 .,-1,-1,dict_keys(['Train-Inform'])
378,16,12,1,I need a 4 star hotel in the centre,0,0,dict_keys([])
379,16,13,2,I will go ahead and book that now . What about alexander bed and breakfast ? They have a 4 Star rating. It is a guesthouse .,-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Inform'])"
380,16,14,1,Sure what is its phone number,6,2,dict_keys([])
381,16,15,2,Their phone number is 01223525725 . Did you need any further assistance today ?,-1,-1,"dict_keys(['general-reqmore', 'Hotel-Inform'])"
382,16,16,1,"it is a guest house , are there any 4 star hotels",0,0,dict_keys([])
383,16,17,2,Can I make a reservation for you ? Sorry about that ! how about alexander bed and breakfast ? The phone number is 01223525725 . It has 4 stars . It is a guesthouse .,-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Inform'])"
384,16,18,1,No I need a hotel not a guest house,2,1,dict_keys([])
385,16,19,2,"I ' ve located university arms hotel , would you like me to assist you with booking ? How many days will you be staying ?",-1,-1,"dict_keys(['Booking-Request', 'Booking-Inform'])"
386,16,20,1,is it a 4 star hotel,2,1,dict_keys([])
387,16,21,2,Do you have a preference of star rating ? Is there anything else I can help you with ?,-1,-1,"dict_keys(['Hotel-Request', 'general-reqmore'])"
388,16,22,1,yes 4 stars,2,1,dict_keys([])
389,16,23,2,"Can I make a reservation for you ? You can try university arms hotel. The price range is expensive . It is rated 4 stars ,. It is a hotel .",-1,-1,"dict_keys(['Booking-Inform', 'Hotel-Inform'])"
390,16,24,1,yes what is its phone number,0,0,dict_keys([])
391,16,25,2,Their phone number is 01223351241 .,-1,-1,dict_keys(['Hotel-Inform'])
392,16,26,1,thank you,6,2,dict_keys([])
393,16,27,2,You are very welcome . Goodbye . You are welcome . Have a good day !.,-1,-1,"dict_keys(['general-bye', 'general-welcome'])"
394,17,0,1,restaurant with indian food,0,0,dict_keys([])
395,17,1,2,Excellent . curry garden is just your thing . Is there anything else I can help you with ?,-1,-1,"dict_keys(['general-reqmore', 'Restaurant-Recommend'])"
396,17,2,1,cheap price range?,0,0,dict_keys([])
397,17,3,2,How about curry garden ? Their postcode is cb21dp.,-1,-1,dict_keys(['Restaurant-Inform'])
398,17,4,1,price range,2,1,dict_keys([])
399,17,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
400,17,6,1,price range?,2,1,dict_keys([])
401,17,7,2,How about curry garden ? The number there is 01223302330 . It is a expensive restaurant .,-1,-1,dict_keys(['Restaurant-Inform'])
402,17,8,1,i need cheap price range,2,1,dict_keys([])
403,17,9,2,"We have 22 such places . Okay , how about curry garden ?",-1,-1,dict_keys(['Restaurant-Inform'])
404,17,10,1,train to cambridge,0,0,dict_keys([])
405,17,11,2,What day will you be staying ?,-1,-1,dict_keys(['Booking-Request'])
406,17,12,1,thurday,0,0,dict_keys([])
407,17,13,2,"Let 's decide on none . Unfortunately , that appears to already be booked . Do you want to try one of the others ? Is there anything else I can help you with ?",-1,-1,"dict_keys(['general-reqmore', 'Booking-NoBook'])"
408,18,0,1,I need a train on monday at 15:45 going to london liverpool street,0,0,dict_keys([])
409,18,1,2,There are 404 . Where will you be leaving from ? Where are you headed ?,-1,-1,"dict_keys(['Train-Request', 'Train-Inform'])"
410,18,2,1,"I need a train departing from cambridge, going to london liverpool street at 15:45 on monday",0,0,dict_keys([])
411,18,3,2,It arrives at 05:51 . There are 404 trains available . It departs from cambridge . The train stop is london kings cross . How about 05:00 will that work for you ? Would you like me to book this train for you ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
412,18,4,1,"no, i need it at 15:45",2,1,dict_keys([])
413,18,5,2,Is there a time you would prefer to arrive ?,-1,-1,dict_keys(['Train-Request'])
414,18,6,1,The train needs to leave after 15:45,2,1,dict_keys([])
415,18,7,2,It arrives at 05:51 . The train will be departing from cambridge . The train stop is london kings cross . Their ID is TR7075 . How about 05:00 will that work for you ? Ok great . Would you like for me to go ahead and book the train for you ?,-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
416,18,8,1,"I need a train departing from cambridge, going to london liverpool street after 15:45 on monday",2,1,dict_keys([])
417,18,9,2,"The arrival time is 05:51 . The train ID is TR7075 . I would say you should leave by 05:00. Great , I have a train that meets your criteria . Would you like me to book it for you ?",-1,-1,"dict_keys(['Train-OfferBook', 'Train-Inform'])"
418,18,10,1,"I want to see colleges in london, what would you recommend?",0,0,dict_keys([])
419,18,11,2,It 's considered a college . The booking is for arriving in london kings cross . I have a train leaving at 05:00 would that be okay ? Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-reqmore', 'Attraction-Inform', 'Train-Inform'])"
420,18,12,1,I need the entrance fee and postcode for the college in london,0,0,dict_keys([])
421,18,13,2,Its entrance fee is free . The phone number is 01223334900 . The post code is cb23bu .,-1,-1,dict_keys(['Attraction-Inform'])
422,19,0,1,find me a strip clbu,4,1,dict_keys([])
423,19,1,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
424,19,2,1,strip club,4,1,dict_keys([])
425,19,3,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
426,19,4,1,strip club,4,1,dict_keys([])
427,19,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
428,19,6,1,what is it called,2,1,dict_keys([])
429,19,7,2,"The address is Parkside, Cambridge .",-1,-1,dict_keys(['Police-Inform'])
430,19,8,1,ok,0,0,dict_keys([])
431,19,9,2,The phone is 01223358966 . The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
432,19,10,1,ok,0,0,dict_keys([])
433,19,11,2,,-1,-1,dict_keys([])
434,19,12,1,whats it called,0,0,dict_keys([])
435,19,13,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
436,19,14,1,whast the name,2,1,dict_keys([])
437,19,15,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
438,19,16,1,strip club,4,1,dict_keys([])
439,19,17,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
440,19,18,1,strip club,4,1,dict_keys([])
441,19,19,2,You are welcome . Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
442,19,20,1,you suck,4,1,dict_keys([])
443,19,21,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
444,20,0,1,Hi,0,0,dict_keys([])
445,20,1,2,The name is none . The phone is 01223358966 . The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
446,20,2,1,What?,2,1,dict_keys([])
447,20,3,2,The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
448,20,4,1,i i'm not ok,1,1,dict_keys([])
449,20,5,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
450,20,6,1,can you help me?,2,1,dict_keys([])
451,20,7,2,The phone is 01223358966 . The postcode is none .,-1,-1,dict_keys(['Police-Inform'])
452,20,8,1,Ok,2,1,dict_keys([])
453,20,9,2,"The address is Parkside, Cambridge .",-1,-1,dict_keys(['Police-Inform'])
454,20,10,1,Nice,2,1,dict_keys([])
455,20,11,2,How many days will you be staying ?,-1,-1,dict_keys(['Booking-Request'])
456,20,12,1,Number??,2,1,dict_keys([])
457,20,13,2,Is there anything else I can help you with today ?,-1,-1,dict_keys(['general-reqmore'])
458,20,14,1,whatts number?,2,1,dict_keys([])
459,20,15,2,Did you need any further assistance today ?,-1,-1,dict_keys(['general-reqmore'])
460,20,16,1,yes,2,1,dict_keys([])
461,20,17,2,The phone is 01223358966 .,-1,-1,dict_keys(['Police-Inform'])
462,20,18,1,can you help me?,2,1,dict_keys([])
463,20,19,2,Thank you for using our system !.,-1,-1,dict_keys(['general-bye'])
464,20,20,1,ok,2,1,dict_keys([])
465,20,21,2,The name is none .,-1,-1,dict_keys(['Police-Inform'])
466,21,0,1,attraction should be north,0,0,dict_keys([])
467,21,1,2,Thank you for contacting the help desk . Have a great day . You are welcome . Is there anything else I can help you with today ?,-1,-1,"dict_keys(['general-greet', 'general-reqmore'])"
468,21,2,1,atractions in north,2,1,dict_keys([])
469,21,3,2,Everyone seems to enjoy the acorn guest house . It is moderate .,-1,-1,dict_keys(['Hotel-Recommend'])
470,21,4,1,attration in north,2,1,dict_keys([])
471,21,5,2,There are 9 available restaurants . Did you have a price range in mind ?,-1,-1,"dict_keys(['Restaurant-Request', 'Restaurant-Inform'])"
